ReviewText,ReviewStar,Product
"Overall nice package of bass trable and mids just go for it you will never regret it
",4,boAt Rockerz 255
"Great sound quality... inear fitting  better then.. other headset...
",4,boAt Rockerz 255
"5 hours baterySound bass goodHandy
",4,boAt Rockerz 255
"Good product  thank you amazon
",5,boAt Rockerz 255
"Very good. Backup is excellent
",5,boAt Rockerz 255
"Good battery life and comfortable one
",5,boAt Rockerz 255
"Nice, product & Good quality of sound
",4,boAt Rockerz 255
"Nice
",4,boAt Rockerz 255
"Nice, product & Good quality of sound
",4,boAt Rockerz 255
"Nice
",4,boAt Rockerz 255
"Sound quality good
",5,boAt Rockerz 255
"I like the sound . battery is not great and Range is worst .
",4,boAt Rockerz 255
"good and compact. ear buds are uncomfortable
",5,boAt Rockerz 255
"Need to replace the product as it is not working properly after 5 months of purchase.
",3,boAt Rockerz 255
"Value for money product
",4,boAt Rockerz 255
"I bought it 15 days back and now the mic stopped working i prefer not to buy this
",1,boAt Rockerz 255
"It been only 2 month and my left side headphon is not working .what to do ..
",1,boAt Rockerz 255
"Great headphones at this price range, it has good battery life and it has good bass.
",5,boAt Rockerz 255
"Noice cancellation and bass is very bad. But guess that's all you get for that price
",3,boAt Rockerz 255
"Good quality.Charging socket cover of device is little loose.
",4,boAt Rockerz 255
"very nice product, really i love this, again i booked to my friend.
",5,boAt Rockerz 255
"It's not up to the mark. I am not like it due to its sound quality.
",2,boAt Rockerz 255
"Wow extremely good
",5,boAt Rockerz 255
"Very nice product worth for money
",5,boAt Rockerz 255
"Its okayyy
",3,boAt Rockerz 255
"Awesome...
",5,boAt Rockerz 255
"Nice sound, noise cancellation a bit, very handy, and good value for money.
",4,boAt Rockerz 255
"Overall very good earphones, and the price makes it better than the others.
",4,boAt Rockerz 255
"Build and sound both quality is poor. There are many options at this price.
",2,boAt Rockerz 255
"Most of time found connectivity issue, no clear input sound to next person.
",1,boAt Rockerz 255
"All good. Good sound quality for music and average quality for phone calls.
",3,boAt Rockerz 255
"Refuses to switch on even after couple of hours of charging.Waste product..
",1,boAt Rockerz 255
"Sound quality is good evenBattery is greatDurability is durable
",5,boAt Rockerz 255
"Collared clip should be added and battery backup should be improved
",3,boAt Rockerz 255
"Good
",5,boAt Rockerz 255
"Good sound
",5,boAt Rockerz 255
"Good
",4,boAt Rockerz 255
"Nice
",5,boAt Rockerz 255
"Good
",4,boAt Rockerz 255
"Nice
",4,boAt Rockerz 255
"Cool
",5,boAt Rockerz 255
"Excellent earphones.
",5,boAt Rockerz 255
"Stereo Sound and Hands Free Mic  not up-to the mark
",3,boAt Rockerz 255
"Very poor. Audio delay. Mic not working properly 😡
",1,boAt Rockerz 255
"Sound quality 3.25/5Build quality 4/5Charging 3/5
",4,boAt Rockerz 255
"Found this headphone to be okay. Sound quality is a okayish... bass effect not good
",2,boAt Rockerz 255
"Excellent bass.100% would recommend.Vocals can be improved.Good battery life.
",5,boAt Rockerz 255
"Nice product..Little bit frustrated with the battery.Overall good purchase for 999.
",4,boAt Rockerz 255
"Excellent bass.100% would recommend.Vocals can be improved.Good battery life.
",5,boAt Rockerz 255
"Nice product..Little bit frustrated with the battery.Overall good purchase for 999.
",4,boAt Rockerz 255
"Please dont buy within 1months right hand side earphones is not working..... damage
",1,boAt Rockerz 255
"1st product was damaged within a month. Although Boat have replaced the defect one.
",3,boAt Rockerz 255
"i want to replace the product please contact immediately - mobile number 9833346739
",1,boAt Rockerz 255
"Sound is good base is alltimate but ear buds is not properly support to every ears.
",5,boAt Rockerz 255
"Sound is good .. it's a perfect combination of sound quality and noise cancellation
",5,boAt Rockerz 255
"I am in love with this device...probably because it's my first one but it's amazing
",5,boAt Rockerz 255
"It's just 15 days and I can't hear perfectly from one side. Not accepted from boat.
",1,boAt Rockerz 255
"Very bad product , suddenly stopped working within 2 weeks . Don't buy boat product
",1,boAt Rockerz 255
"Very bad product , suddenly stopped working within 2 weeks . Don't buy boat product
",1,boAt Rockerz 255
"Loved this earphone . Works for 7-8 hours and sound quality is great performace top
",5,boAt Rockerz 255
"Good product..& Also base is high ... overall Good product in this range  ...
",4,boAt Rockerz 255
"This is very grate quality and deep bass experience, trust me it's worth for money.
",5,boAt Rockerz 255
"The sound comes very breaking and distorted and is not compatible when playing pubg
",1,boAt Rockerz 255
"Best
",4,boAt Rockerz 255
"good
",5,boAt Rockerz 255
"Awesome product as expected. Quite handy. Loved it.
",5,boAt Rockerz 255
"Not so good
",3,boAt Rockerz 255
"Amazing
",5,boAt Rockerz 255
"Awesome
",5,boAt Rockerz 255
"Product is good but where is service center
",5,boAt Rockerz 255
"Sound quality is good but battery life is really worst felt not worth for money
",4,boAt Rockerz 255
"Good bass.felt better than my jbl 110
",5,boAt Rockerz 255
"Totally worth of money..i bought it at 999 And sound was awsome..go for it
",4,boAt Rockerz 255
"Product is good but I used only 3 days and didn't charging
",1,boAt Rockerz 255
"I like the sound quality but connection range is very low.
",4,boAt Rockerz 255
"Sound osmConnectivity goodBass thumping effects nice i love it
",5,boAt Rockerz 255
"Best services and best headphones value for moneyTnx boot tnx Amazon
",5,boAt Rockerz 255
"Bluetooth range is only 10 steps from mobile...sound quality is not good..
",1,boAt Rockerz 255
"Bluetooth range is only 10 steps from mobile...sound quality is not good..
",1,boAt Rockerz 255
"Due to heavy bass effects the original sound of the music.
",3,boAt Rockerz 255
"Nice product
",5,boAt Rockerz 255
"bluetuth is 5 meter range bs return product is vry cheap product .
",1,boAt Rockerz 255
"So far good
",4,boAt Rockerz 255
"Nice blouetooth
",3,boAt Rockerz 255
"Worth buying it
",5,boAt Rockerz 255
"Poor noise cancellationVery much disturbance
",5,boAt Rockerz 255
"Good quality.... Power back up also very good.....
",4,boAt Rockerz 255
"Amazing beat sound. Value for money.Great...
",5,boAt Rockerz 255
"Lenght of wire is too long remaining that its good
",4,boAt Rockerz 255
"Awesome sound qualityBest built qualityAnd bass was amazing!! Loved it
",4,boAt Rockerz 255
"Today,It just stop playing in the right ear plug. Found no help to claim warranty.
",5,boAt Rockerz 255
"Worth buy for 1500 bucks. Sounds quality, adjustment, noise clearance is too good.
",5,boAt Rockerz 255
"It is a very nice product at this price. Worth of every penny. Good sound quality.
",4,boAt Rockerz 255
"Best sound quality , Loud and clear sound, great battery backup , overall worth it
",5,boAt Rockerz 255
"They are very good. I the sound quality is really good. And battery life good too.
",5,boAt Rockerz 255
"Sound and build quality of this product are nice...Thats why i like it best.
",5,boAt Rockerz 255
"Bluetooth range is too low....and voice quality not clear when speak on the phone.
",2,boAt Rockerz 255
"Base is not as good as we want in a boat headfone....and sonud is also not so loud
",4,boAt Rockerz 255
"Some connectivity issues are there but overall its very good with backup and audio
",4,boAt Rockerz 255
"Awesome productIf u are thinking about it then go for itGot it on sale @999
",5,boAt Rockerz 255
"Everything want
",5,boAt Rockerz 255
"Sometimes it disconnected automatically while playing it for a long time.
",4,boAt Rockerz 255
"Sound quality is better.. I love it
",4,boAt Rockerz 255
"One if the best Bluetooth earphones
",5,boAt Rockerz 255
"Nice and balance sound.. output
",5,boAt Rockerz 255
"Very nice i bought it in lightning deal of 999 and its best for that price range
",5,boAt Rockerz 255
"It is really Osm.... I love it... Best sound quality.... Nice battery life.... Thx boAt❤️
",5,boAt Rockerz 255
"Great product by boat
",5,boAt Rockerz 255
"Sound quality is good
",5,boAt Rockerz 255
"Good product in this price better than jbl
",5,boAt Rockerz 255
"Connecting to two Mobile vth good clearity
",4,boAt Rockerz 255
"Overall a good package and value for money
",4,boAt Rockerz 255
"Good Quality and Sound Superb Bass Perfect
",5,boAt Rockerz 255
"Earphone was not working properly
",1,boAt Rockerz 255
"Don't buy. Go for any better one, if have budget. Wont last long.
",1,boAt Rockerz 255
"Worst earphones I've hadBluetooth connectivity is very poor
",1,boAt Rockerz 255
"Close ur eyes and buy it withou thinking best sound ever under 2k
",5,boAt Rockerz 255
"Google assistant should be there, incoming call vibration feature
",5,boAt Rockerz 255
"Worst earphones I've hadBluetooth connectivity is very poor
",1,boAt Rockerz 255
"Close ur eyes and buy it withou thinking best sound ever under 2k
",5,boAt Rockerz 255
"Google assistant should be there, incoming call vibration feature
",5,boAt Rockerz 255
"I don't know why but it disconnects automatically from the device
",3,boAt Rockerz 255
"This product doesn't work anymore I can't even turn it on
",1,boAt Rockerz 255
"Very good item great sound quality & very good bass punch
",5,boAt Rockerz 255
"Not worthy earphone noise cancellation very poor sound quality very cheap
",1,boAt Rockerz 255
"Very good product at this price.  Mesmerise the experiance of Bass Sound.
",4,boAt Rockerz 255
"Sound quality good.Noise cancellation average.Overall good at this price.
",4,boAt Rockerz 255
"The battery is awesome.Sound quality is fine.Wroth the money.
",4,boAt Rockerz 255
"Awesome experience... Nice product.. backup is also good.
",5,boAt Rockerz 255
"A perfect match for this price range.  A must buy
",5,boAt Rockerz 255
"Very good sound quality with good battery backup.
",5,boAt Rockerz 255
"Purchase on 25 january 2019, but it stop working.
",1,boAt Rockerz 255
"Battery life is goodSound quality is decent
",5,boAt Rockerz 255
"I got it on price of 1100 it's worthful for money
",4,boAt Rockerz 255
"Best for Money
",5,boAt Rockerz 255
"After one month of use right side became . unserviceable.No sound from right side
",4,boAt Rockerz 255
"It is getting disconnected automatically by its own..and it's not comfortable too
",1,boAt Rockerz 255
"Audio quality is awesome at this price! Great bass to yoyr audio! HD clear sound!
",5,boAt Rockerz 255
"Audio quality is awesome at this price! Great bass to yoyr audio! HD clear sound!
",5,boAt Rockerz 255
"Best Bluetooth headset .. sound quality is good,we can connect 2 device at a time
",5,boAt Rockerz 255
"The design could have been better. But sound quality is really nice at such price
",4,boAt Rockerz 255
"Not as much sound is good but not adequate according to price and brand name only
",2,boAt Rockerz 255
"it is h very useful product and its provide a manny many satisfaction to the user
",5,boAt Rockerz 255
"Best headphone under this range
",5,boAt Rockerz 255
"Very bad
",3,boAt Rockerz 255
"Superb quality
",4,boAt Rockerz 255
"After buying it within 15 days it started having problem.
",1,boAt Rockerz 255
"Stopped working in 3 months
",1,boAt Rockerz 255
"It's working good ,
",5,boAt Rockerz 255
"It has some breaks in connectivity
",4,boAt Rockerz 255
"My earphones are stopped working. They are disconnecting continuously
",1,boAt Rockerz 255
"Good...... Missing vibration
",5,boAt Rockerz 255
"One side ear bud not working .Please replace under warranty.
",1,boAt Rockerz 255
"This is a very bad product. Please dont buy this.
",1,boAt Rockerz 255
"Worst products I have ever seen stop  been working after use of 15 day...tooo bad
",1,boAt Rockerz 255
"Warranty not claimed
",1,boAt Rockerz 255
"Recommended purchase
",5,boAt Rockerz 255
"The product is best in this price segment
",5,boAt Rockerz 255
"It is very light weight and easy to carry
",5,boAt Rockerz 255
"Not worth the money... no value for money
",1,boAt Rockerz 255
"Sound quality good, but battery life poor
",1,boAt Rockerz 255
"Nice sound gud quality only one thing battery backup is not good
",4,boAt Rockerz 255
"Sound , Built, Battery - A++Sound quality Super
",5,boAt Rockerz 255
"One of the best headphone this price range
",5,boAt Rockerz 255
"Right side speaker not working after 20 days
",3,boAt Rockerz 255
"It's very good quality of sound.And it's better or equal to JBL.
",5,boAt Rockerz 255
"This product is only for gym use....not whole day using products
",1,boAt Rockerz 255
"Awesome product with good bass. I fall on love wit this earphone
",5,boAt Rockerz 255
"Awesome product with good bass. I fall on love wit this earphone
",5,boAt Rockerz 255
"Good product if purchased at good price
",4,boAt Rockerz 255
"Awesome product.. Wonderful sound quality.. go for it...
",5,boAt Rockerz 255
"Premium in this price range and battery life was so good
",4,boAt Rockerz 255
"Almost best item for this price but in outdoor phone conversation getting disturb
",3,boAt Rockerz 255
"Sound quality is superb..Battery life is good..Worth product
",5,boAt Rockerz 255
"Nice earphone........ Good bt connectivity. And Battery Backup also good
",5,boAt Rockerz 255
"Stopped working.... Sound is breaking. Pls guide, what should i do now??
",1,boAt Rockerz 255
"Awesome product... worth the price and the sound quality is just amazing
",5,boAt Rockerz 255
"Noise cancellation is too poor I ordered 2 pairs both have same problem.
",1,boAt Rockerz 255
